Date,Sales
2013-06-25,118.49
2013-06-26,81.51
2013-06-27,96.38
2013-06-28,134.32
2013-06-29,133.25
2013-06-30,169.13
2013-07-01,128.78
2013-07-02,107.77
2013-07-03,88.79
2013-07-04,98.66
2013-07-05,109.37
2013-07-06,137.28
2013-07-07,144.23
2013-07-08,106.63
2013-07-09,80.47
2013-07-10,61.44
2013-07-11,99.83
2013-07-12,90.67
2013-07-13,89.94
2013-07-14,131.3
2013-07-15,151.42
2013-07-16,95.96
2013-07-17,97.2
2013-07-18,89.09
2013-07-19,101.41
2013-07-20,131.71
2013-07-21,116.83
2013-07-22,113.78
2013-07-23,96.64
2013-07-24,70.38
2013-07-25,98.56
2013-07-26,96.11
2013-07-27,102.46
2013-07-28,125.14
2013-07-29,92.23
2013-07-30,88.21
2013-07-31,76.28
2013-08-01,96.02
2013-08-02,101.94
2013-08-03,109.55
2013-08-04,125.52
2013-08-05,122.76
2013-08-06,92.4
2013-08-07,72.86
2013-08-08,56.38
2013-08-09,75.23
2013-08-10,101.77
2013-08-11,100.59
2013-08-12,95.63
2013-08-13,81.46
2013-08-14,77.28
2013-08-15,71.69
2013-08-16,95.24
2013-08-17,104.11
2013-08-18,76.95
2013-08-19,81.25
2013-08-20,75.42
2013-08-21,48.21
2013-08-22,78.83
2013-08-23,108.05
2013-08-24,118.63
2013-08-25,100.65
2013-08-26,115.04
2013-08-27,77.21
2013-08-28,58.77
2013-08-29,58.17
2013-08-30,78.15
2013-08-31,92.2
2013-09-01,104.15
2013-09-02,92.9
2013-09-03,72.91
2013-09-04,68.34
2013-09-05,83.25
2013-09-06,95.03
2013-09-07,73.92
2013-09-08,61.53
2013-09-09,102.83
2013-09-10,50.76
2013-09-11,56.88
2013-09-12,46.39
2013-09-13,52.39
2013-09-14,103.02
2013-09-15,110.01
2013-09-16,79.03
2013-09-17,31.34
2013-09-18,51.08
2013-09-19,68.92
2013-09-20,56.41
2013-09-21,96.91
2013-09-22,97.74
2013-09-23,95.79
2013-09-24,71.5
2013-09-25,44.26
2013-09-26,80.66
2013-09-27,75.97
2013-09-28,93.59
2013-09-29,83.88
2013-09-30,80.45
2013-10-01,56.51
2013-10-02,56.43
2013-10-03,88.63
2013-10-04,58.1
2013-10-05,70.2
2013-10-06,120.44
2013-10-07,84.53
2013-10-08,60.41
2013-10-09,75.37
2013-10-10,54.7
2013-10-11,106.97
2013-10-12,105.57
2013-10-13,92.13
2013-10-14,121.19
2013-10-15,62.6
2013-10-16,72.22
2013-10-17,69.67
2013-10-18,100.59
2013-10-19,120.38
2013-10-20,101.57
2013-10-21,79.25
2013-10-22,80.38
2013-10-23,52.8
2013-10-24,97.34
2013-10-25,85.15
2013-10-26,93.59
2013-10-27,106.05
2013-10-28,72.61
2013-10-29,61.25
2013-10-30,83.39
2013-10-31,59.78
2013-11-01,69.96
2013-11-02,109.76
2013-11-03,123.77
2013-11-04,106.38
2013-11-05,93.62
2013-11-06,56.95
2013-11-07,51.3
2013-11-08,111.25
2013-11-09,100.0
2013-11-10,105.42
2013-11-11,118.78
2013-11-12,90.35
2013-11-13,78.54
2013-11-14,108.56
2013-11-15,82.6
2013-11-16,122.34
2013-11-17,113.69
2013-11-18,106.59
2013-11-19,108.7
2013-11-20,83.14
2013-11-21,88.03
2013-11-22,112.27
2013-11-23,106.94
2013-11-24,104.29
2013-11-25,90.99
2013-11-26,60.42
2013-11-27,110.56
2013-11-28,67.66
2013-11-29,97.16
2013-11-30,112.6
2013-12-01,125.87
2013-12-02,123.33
2013-12-03,107.3
2013-12-04,75.49
2013-12-05,86.26
2013-12-06,109.32
2013-12-07,117.66
2013-12-08,150.05
2013-12-09,123.17
2013-12-10,110.16
2013-12-11,98.96
2013-12-12,111.18
2013-12-13,112.63
2013-12-14,106.81
2013-12-15,136.83
2013-12-16,110.96
2013-12-17,96.16
2013-12-18,102.78
2013-12-19,117.15
2013-12-20,115.25
2013-12-21,135.93
2013-12-22,161.42
2013-12-23,129.41
2013-12-24,148.2
2013-12-25,107.57
2013-12-26,77.28
2013-12-27,131.36
2013-12-28,142.15
2013-12-29,160.38
2013-12-30,141.05
2013-12-31,112.26
2014-01-01,85.89
2014-01-02,105.72
2014-01-03,112.47
2014-01-04,132.9
2014-01-05,155.03
2014-01-06,161.16
2014-01-07,125.42
2014-01-08,91.47
2014-01-09,120.67
2014-01-10,148.32
2014-01-11,137.58
2014-01-12,149.31
2014-01-13,141.44
2014-01-14,112.81
2014-01-15,124.2
2014-01-16,117.24
2014-01-17,141.7
2014-01-18,138.44
2014-01-19,149.75
2014-01-20,157.03
2014-01-21,123.94
2014-01-22,145.31
2014-01-23,117.96
2014-01-24,143.64
2014-01-25,170.58
2014-01-26,139.85
2014-01-27,124.56
2014-01-28,111.39
2014-01-29,143.05
2014-01-30,120.35
2014-01-31,183.28
2014-02-01,152.72
2014-02-02,168.45
2014-02-03,178.62
2014-02-04,168.85
2014-02-05,159.47
2014-02-06,151.14
2014-02-07,164.61
2014-02-08,174.37
2014-02-09,181.61
2014-02-10,151.42
2014-02-11,130.63
2014-02-12,132.59
2014-02-13,134.51
2014-02-14,146.44
2014-02-15,179.86
2014-02-16,188.14
2014-02-17,164.84
2014-02-18,168.83
2014-02-19,119.22
2014-02-20,137.8
2014-02-21,146.07
2014-02-22,144.94
2014-02-23,176.03
2014-02-24,165.08
2014-02-25,172.7
2014-02-26,149.08
2014-02-27,128.54
2014-02-28,187.77
2014-03-01,194.32
2014-03-02,188.99
2014-03-03,166.43
2014-03-04,138.46
2014-03-05,136.81
2014-03-06,162.95
2014-03-07,190.86
2014-03-08,201.72
2014-03-09,175.42
2014-03-10,155.45
2014-03-11,157.3
2014-03-12,118.13
2014-03-13,153.65
2014-03-14,162.49
2014-03-15,173.61
2014-03-16,160.79
2014-03-17,181.83
2014-03-18,149.0
2014-03-19,128.83
2014-03-20,107.36
2014-03-21,165.85
2014-03-22,208.66
2014-03-23,211.03
2014-03-24,168.58
2014-03-25,149.19
2014-03-26,154.57
2014-03-27,136.54
2014-03-28,171.79
2014-03-29,194.48
2014-03-30,205.34
2014-03-31,174.68
2014-04-01,155.83
2014-04-02,134.94
2014-04-03,139.61
2014-04-04,164.27
2014-04-05,188.83
2014-04-06,200.88
2014-04-07,164.3
2014-04-08,181.36
2014-04-09,144.04
2014-04-10,151.61
2014-04-11,156.3
2014-04-12,146.71
2014-04-13,200.11
2014-04-14,186.99
2014-04-15,154.25
2014-04-16,148.54
2014-04-17,159.01
2014-04-18,143.33
2014-04-19,174.31
2014-04-20,197.86
2014-04-21,156.14
2014-04-22,161.82
2014-04-23,126.05
2014-04-24,157.05
2014-04-25,164.93
2014-04-26,156.65
2014-04-27,201.97
2014-04-28,162.41
2014-04-29,143.66
2014-04-30,147.73
2014-05-01,165.53
2014-05-02,148.4
2014-05-03,179.9
2014-05-04,188.96
2014-05-05,181.78
2014-05-06,156.34
2014-05-07,137.02
2014-05-08,133.62
2014-05-09,162.61
2014-05-10,160.5
2014-05-11,136.24
2014-05-12,175.4
2014-05-13,164.65
2014-05-14,104.42
2014-05-15,128.17
2014-05-16,167.81
2014-05-17,204.59
2014-05-18,177.46
2014-05-19,154.95
2014-05-20,145.32
2014-05-21,157.4
2014-05-22,130.47
2014-05-23,143.33
2014-05-24,163.22
2014-05-25,159.53
2014-05-26,164.35
2014-05-27,169.01
2014-05-28,138.15
2014-05-29,132.85
2014-05-30,147.37
2014-05-31,143.4
2014-06-01,183.41
2014-06-02,157.63
2014-06-03,138.18
2014-06-04,177.4
2014-06-05,137.28
2014-06-06,136.59
2014-06-07,156.53
2014-06-08,183.44
2014-06-09,156.5
2014-06-10,115.28
2014-06-11,139.23
2014-06-12,118.68
2014-06-13,171.84
2014-06-14,174.97
2014-06-15,155.31
2014-06-16,169.81
2014-06-17,133.64
2014-06-18,133.97
2014-06-19,131.69
2014-06-20,126.74
2014-06-21,144.79
2014-06-22,173.13
2014-06-23,141.2
2014-06-24,122.18
2014-06-25,102.46
2014-06-26,126.37
2014-06-27,165.95
2014-06-28,134.0
2014-06-29,153.6
2014-06-30,162.96
2014-07-01,122.59
2014-07-02,119.11
2014-07-03,99.61
2014-07-04,136.97
2014-07-05,142.74
2014-07-06,163.56
2014-07-07,155.12
2014-07-08,158.17
2014-07-09,116.56
2014-07-10,115.98
2014-07-11,129.02
2014-07-12,135.82
2014-07-13,149.43
2014-07-14,128.47
2014-07-15,117.45
2014-07-16,123.25
2014-07-17,91.64
2014-07-18,138.86
2014-07-19,156.54
2014-07-20,138.27
2014-07-21,96.79
2014-07-22,101.55
2014-07-23,118.7
2014-07-24,102.18
2014-07-25,102.58
2014-07-26,125.06
2014-07-27,148.52
2014-07-28,132.72
2014-07-29,103.02
2014-07-30,89.72
2014-07-31,92.65
2014-08-01,99.78
2014-08-02,152.94
2014-08-03,127.2
2014-08-04,138.94
2014-08-05,125.63
2014-08-06,106.44
2014-08-07,88.34
2014-08-08,116.01
2014-08-09,124.73
2014-08-10,114.91
2014-08-11,122.03
2014-08-12,81.65
2014-08-13,105.86
2014-08-14,84.48
2014-08-15,109.65
2014-08-16,126.08
2014-08-17,121.37
2014-08-18,122.81
2014-08-19,89.12
2014-08-20,98.08
2014-08-21,68.29
2014-08-22,105.62
2014-08-23,148.06
2014-08-24,107.46
2014-08-25,101.12
2014-08-26,101.29
2014-08-27,85.11
2014-08-28,91.2
2014-08-29,108.59
2014-08-30,126.1
2014-08-31,136.79
2014-09-01,115.17
2014-09-02,87.77
2014-09-03,90.38
2014-09-04,112.4
2014-09-05,97.29
2014-09-06,100.06
2014-09-07,134.92
2014-09-08,105.47
2014-09-09,57.12
2014-09-10,91.4
2014-09-11,74.34
2014-09-12,96.47
2014-09-13,118.29
2014-09-14,119.87
2014-09-15,116.7
2014-09-16,82.04
2014-09-17,85.33
2014-09-18,77.5
2014-09-19,108.01
2014-09-20,121.72
2014-09-21,102.25
2014-09-22,121.69
2014-09-23,79.96
2014-09-24,89.26
2014-09-25,86.49
2014-09-26,124.17
2014-09-27,108.89
2014-09-28,110.87
2014-09-29,105.02
2014-09-30,83.45
2014-10-01,89.22
2014-10-02,56.9
2014-10-03,81.04
2014-10-04,96.55
2014-10-05,130.78
2014-10-06,131.47
2014-10-07,87.0
2014-10-08,75.35
2014-10-09,82.93
2014-10-10,115.1
2014-10-11,99.56
2014-10-12,121.09
2014-10-13,121.51
2014-10-14,97.24
2014-10-15,81.96
2014-10-16,98.22
2014-10-17,58.52
2014-10-18,125.12
2014-10-19,109.26
2014-10-20,81.06
2014-10-21,99.11
2014-10-22,101.52
2014-10-23,83.02
2014-10-24,115.32
2014-10-25,141.17
2014-10-26,140.91
2014-10-27,135.31
2014-10-28,104.84
2014-10-29,84.39
2014-10-30,63.47
2014-10-31,99.83
2014-11-01,106.91
2014-11-02,156.39
2014-11-03,110.78
2014-11-04,98.34
2014-11-05,94.38
2014-11-06,91.07
2014-11-07,131.94
2014-11-08,113.28
2014-11-09,129.87
2014-11-10,105.48
2014-11-11,79.96
2014-11-12,80.26
2014-11-13,93.26
2014-11-14,103.53
2014-11-15,115.75
2014-11-16,109.44
2014-11-17,119.02
2014-11-18,80.89
2014-11-19,104.6
2014-11-20,98.87
2014-11-21,91.99
2014-11-22,125.43
2014-11-23,123.25
2014-11-24,129.09
2014-11-25,127.66
2014-11-26,69.22
2014-11-27,103.56
2014-11-28,115.7
2014-11-29,144.44
2014-11-30,142.07
2014-12-01,117.42
2014-12-02,107.21
2014-12-03,89.89
2014-12-04,122.49
2014-12-05,122.98
2014-12-06,167.48
2014-12-07,142.6
2014-12-08,122.74
2014-12-09,94.0
2014-12-10,79.53
2014-12-11,87.37
2014-12-12,131.47
2014-12-13,151.44
2014-12-14,124.66
2014-12-15,151.69
2014-12-16,114.38
2014-12-17,113.72
2014-12-18,140.29
2014-12-19,145.92
2014-12-20,144.8
2014-12-21,140.05
2014-12-22,111.05
2014-12-23,115.91
2014-12-24,113.44
2014-12-25,106.4
2014-12-26,135.61
2014-12-27,155.11
2014-12-28,155.18
2014-12-29,138.72
2014-12-30,134.38
2014-12-31,128.4
2015-01-01,110.01
2015-01-02,163.91
2015-01-03,157.64
2015-01-04,164.0
2015-01-05,164.26
2015-01-06,140.51
2015-01-07,141.23
2015-01-08,135.83
2015-01-09,138.7
2015-01-10,169.68
2015-01-11,151.69
2015-01-12,160.38
2015-01-13,141.62
2015-01-14,128.89
2015-01-15,134.67
2015-01-16,124.72
2015-01-17,161.06
2015-01-18,175.26
2015-01-19,166.14
2015-01-20,131.68
2015-01-21,155.95
2015-01-22,128.53
2015-01-23,172.39
2015-01-24,180.57
2015-01-25,169.01
2015-01-26,195.19
2015-01-27,133.97
2015-01-28,155.5
2015-01-29,161.24
2015-01-30,152.46
2015-01-31,199.69
2015-02-01,179.55
2015-02-02,177.45
2015-02-03,160.29
2015-02-04,144.17
2015-02-05,162.83
2015-02-06,178.81
2015-02-07,156.92
2015-02-08,207.16
2015-02-09,152.43
2015-02-10,176.07
2015-02-11,167.24
2015-02-12,138.4
2015-02-13,164.79
2015-02-14,170.55
2015-02-15,188.31
2015-02-16,176.62
2015-02-17,176.1
2015-02-18,173.75
2015-02-19,179.4
2015-02-20,166.16
2015-02-21,187.58
2015-02-22,169.8
2015-02-23,172.61
2015-02-24,182.28
2015-02-25,181.66
2015-02-26,143.21
2015-02-27,168.91
2015-02-28,193.45
2015-03-01,202.32
2015-03-02,175.55
2015-03-03,177.09
2015-03-04,153.18
2015-03-05,164.29
2015-03-06,188.7
2015-03-07,196.58
2015-03-08,194.14
2015-03-09,188.54
2015-03-10,171.82
2015-03-11,157.07
2015-03-12,162.89
2015-03-13,206.67
2015-03-14,207.01
2015-03-15,198.28
2015-03-16,202.6
2015-03-17,170.01
2015-03-18,182.02
2015-03-19,174.04
2015-03-20,182.72
2015-03-21,206.87
2015-03-22,180.63
2015-03-23,176.64
2015-03-24,158.43
2015-03-25,167.8
2015-03-26,195.64
2015-03-27,218.88
2015-03-28,210.72
2015-03-29,212.62
2015-03-30,167.35
2015-03-31,168.94
2015-04-01,154.5
2015-04-02,160.92
2015-04-03,183.38
2015-04-04,194.48
2015-04-05,175.74
2015-04-06,205.83
2015-04-07,161.15
2015-04-08,169.99
2015-04-09,201.34
2015-04-10,172.03
2015-04-11,163.44
2015-04-12,200.89
2015-04-13,210.8
2015-04-14,206.21
2015-04-15,147.46
2015-04-16,177.1
2015-04-17,178.18
2015-04-18,199.07
2015-04-19,244.03
2015-04-20,170.84
2015-04-21,179.66
2015-04-22,171.86
2015-04-23,184.8
2015-04-24,185.41
2015-04-25,203.98
2015-04-26,197.12
2015-04-27,195.97
2015-04-28,169.18
2015-04-29,172.57
2015-04-30,161.29
2015-05-01,187.84
2015-05-02,197.09
2015-05-03,217.98
2015-05-04,189.19
2015-05-05,145.68
2015-05-06,180.05
2015-05-07,151.06
2015-05-08,170.12
2015-05-09,186.27
2015-05-10,219.31
2015-05-11,155.46
2015-05-12,216.81
2015-05-13,174.37
2015-05-14,165.33
2015-05-15,176.38
2015-05-16,196.7
2015-05-17,203.66
2015-05-18,194.26
2015-05-19,175.11
2015-05-20,156.84
2015-05-21,155.93
2015-05-22,171.78
2015-05-23,186.28
2015-05-24,209.59
2015-05-25,190.17
2015-05-26,119.3
2015-05-27,161.91
2015-05-28,158.34
2015-05-29,170.25
2015-05-30,179.81
2015-05-31,205.82
2015-06-01,191.81
2015-06-02,148.1
2015-06-03,154.42
2015-06-04,137.04
2015-06-05,146.0
2015-06-06,172.36
2015-06-07,197.98
2015-06-08,187.94
2015-06-09,163.4
2015-06-10,155.17
2015-06-11,155.3
2015-06-12,152.97
2015-06-13,184.11
2015-06-14,192.89
2015-06-15,180.77
2015-06-16,169.32
2015-06-17,150.68
2015-06-18,148.57
2015-06-19,174.36
2015-06-20,172.93
2015-06-21,163.33
2015-06-22,162.66
2015-06-23,135.95
2015-06-24,125.54
2015-06-25,136.73
2015-06-26,142.02
2015-06-27,164.28
2015-06-28,143.72
2015-06-29,163.87
2015-06-30,142.69
2015-07-01,118.96
2015-07-02,144.33
2015-07-03,163.5
2015-07-04,140.32
2015-07-05,156.22
2015-07-06,144.67
2015-07-07,124.11
2015-07-08,139.2
2015-07-09,127.08
2015-07-10,141.02
2015-07-11,129.94
2015-07-12,172.76
2015-07-13,133.19
2015-07-14,134.7
2015-07-15,126.52
2015-07-16,146.01
2015-07-17,120.99
2015-07-18,110.35
2015-07-19,161.66
2015-07-20,174.48
2015-07-21,148.1
2015-07-22,121.24
2015-07-23,113.99
2015-07-24,148.52
2015-07-25,136.86
2015-07-26,161.89
2015-07-27,150.93
2015-07-28,141.33
2015-07-29,155.43
2015-07-30,123.22
2015-07-31,124.79
2015-08-01,147.12
2015-08-02,124.29
2015-08-03,129.05
2015-08-04,115.44
2015-08-05,102.38
2015-08-06,115.87
2015-08-07,116.37
2015-08-08,160.66
2015-08-09,147.21
2015-08-10,135.76
2015-08-11,113.14
2015-08-12,109.09
2015-08-13,122.54
2015-08-14,112.33
2015-08-15,130.65
2015-08-16,139.39
2015-08-17,112.5
2015-08-18,102.62
2015-08-19,96.53
2015-08-20,120.24
2015-08-21,126.3
2015-08-22,140.52
2015-08-23,153.86
2015-08-24,127.84
2015-08-25,118.04
2015-08-26,99.46
2015-08-27,108.51
2015-08-28,111.09
2015-08-29,98.57
2015-08-30,136.68
2015-08-31,148.91
2015-09-01,123.82
2015-09-02,113.3
2015-09-03,120.95
2015-09-04,119.12
2015-09-05,136.13
2015-09-06,127.53
2015-09-07,121.0
2015-09-08,117.41
2015-09-09,115.2
2015-09-10,98.72
2015-09-11,109.51
2015-09-12,131.73
2015-09-13,144.44
2015-09-14,102.79
2015-09-15,72.51
2015-09-16,87.75
2015-09-17,81.44
2015-09-18,107.66
2015-09-19,128.61
2015-09-20,127.8
2015-09-21,145.5
2015-09-22,111.2
2015-09-23,99.93
2015-09-24,108.59
2015-09-25,97.78
2015-09-26,146.08
2015-09-27,133.22
2015-09-28,133.6
2015-09-29,90.13
2015-09-30,72.12
2015-10-01,111.6
2015-10-02,120.68
2015-10-03,117.21
2015-10-04,121.64
2015-10-05,140.84
2015-10-06,88.87
2015-10-07,120.64
2015-10-08,86.49
2015-10-09,125.35
2015-10-10,126.63
2015-10-11,144.64
2015-10-12,116.78
2015-10-13,105.34
2015-10-14,97.77
2015-10-15,86.2
2015-10-16,128.2
2015-10-17,125.26
2015-10-18,133.64
2015-10-19,111.59
2015-10-20,70.98
2015-10-21,96.01
2015-10-22,139.22
2015-10-23,130.74
2015-10-24,134.63
2015-10-25,135.16
2015-10-26,128.96
2015-10-27,119.82
2015-10-28,83.43
2015-10-29,122.09
2015-10-30,132.12
2015-10-31,148.18
2015-11-01,148.25
2015-11-02,131.55
2015-11-03,124.41
2015-11-04,112.8
2015-11-05,102.92
2015-11-06,115.71
2015-11-07,141.93
2015-11-08,167.97
2015-11-09,115.8
2015-11-10,95.5
2015-11-11,109.66
2015-11-12,112.32
2015-11-13,130.3
2015-11-14,147.52
2015-11-15,144.91
2015-11-16,160.32
2015-11-17,97.15
2015-11-18,98.47
2015-11-19,113.77
2015-11-20,106.88
2015-11-21,145.1
2015-11-22,177.11
2015-11-23,142.27
2015-11-24,128.67
2015-11-25,96.09
2015-11-26,110.22
2015-11-27,130.1
2015-11-28,147.22
2015-11-29,175.71
2015-11-30,154.67
2015-12-01,112.92
2015-12-02,123.12
2015-12-03,131.42
2015-12-04,157.34
2015-12-05,180.26
2015-12-06,145.86
2015-12-07,138.78
2015-12-08,115.4
2015-12-09,120.62
2015-12-10,135.68
2015-12-11,159.83
2015-12-12,160.22
2015-12-13,161.13
2015-12-14,158.09
2015-12-15,126.64
2015-12-16,160.4
2015-12-17,109.52
2015-12-18,152.77
2015-12-19,196.71
2015-12-20,171.04
2015-12-21,158.0
2015-12-22,138.86
2015-12-23,131.43
2015-12-24,159.32
2015-12-25,121.92
2015-12-26,194.47
2015-12-27,154.71
2015-12-28,161.98
2015-12-29,142.93
2015-12-30,148.11
2015-12-31,119.91
2016-01-01,167.19
2016-01-02,207.0
2016-01-03,160.79
2016-01-04,174.0
2016-01-05,144.6
2016-01-06,150.84
2016-01-07,149.33
2016-01-08,155.79
2016-01-09,189.1
2016-01-10,213.44
2016-01-11,173.42
2016-01-12,170.44
2016-01-13,130.15
2016-01-14,139.79
2016-01-15,177.57
2016-01-16,209.1
2016-01-17,196.74
2016-01-18,176.6
2016-01-19,164.63
2016-01-20,135.77
2016-01-21,168.15
2016-01-22,188.65
2016-01-23,184.95
2016-01-24,189.23
2016-01-25,190.13
2016-01-26,162.9
2016-01-27,158.31
2016-01-28,195.32
2016-01-29,176.42
2016-01-30,191.03
2016-01-31,191.2
2016-02-01,201.9
2016-02-02,171.3
2016-02-03,154.08
2016-02-04,188.12
2016-02-05,205.85
2016-02-06,191.79
2016-02-07,177.26
2016-02-08,210.14
2016-02-09,167.99
2016-02-10,179.88
2016-02-11,142.9
2016-02-12,202.04
2016-02-13,186.67
2016-02-14,220.21
2016-02-15,199.18
2016-02-16,167.83
2016-02-17,165.73
2016-02-18,186.51
2016-02-19,193.94
2016-02-20,217.25
2016-02-21,242.48
2016-02-22,179.02
2016-02-23,209.86
2016-02-24,176.8
2016-02-25,166.06
2016-02-26,175.66
2016-02-27,208.85
2016-02-28,229.79
2016-02-29,203.64
2016-03-01,211.26
2016-03-02,156.39
2016-03-03,182.22
2016-03-04,179.62
2016-03-05,219.85
2016-03-06,231.9
2016-03-07,201.8
2016-03-08,152.02
2016-03-09,183.56
2016-03-10,191.29
2016-03-11,206.73
2016-03-12,235.12
2016-03-13,204.65
2016-03-14,220.35
2016-03-15,210.93
2016-03-16,155.77
2016-03-17,191.33
2016-03-18,194.82
2016-03-19,217.0
2016-03-20,227.49
2016-03-21,204.32
2016-03-22,184.3
2016-03-23,184.28
2016-03-24,171.47
2016-03-25,187.25
2016-03-26,229.49
2016-03-27,206.03
2016-03-28,222.53
2016-03-29,202.2
2016-03-30,158.63
2016-03-31,178.27
2016-04-01,222.03
2016-04-02,205.07
2016-04-03,216.71
2016-04-04,219.8
2016-04-05,207.26
2016-04-06,180.91
2016-04-07,179.55
2016-04-08,225.45
2016-04-09,245.79
2016-04-10,238.19
2016-04-11,213.9
2016-04-12,183.06
2016-04-13,171.81
2016-04-14,195.86
2016-04-15,209.82
2016-04-16,240.07
2016-04-17,232.53
2016-04-18,189.25
2016-04-19,210.06
2016-04-20,168.31
2016-04-21,181.2
2016-04-22,206.15
2016-04-23,247.77
2016-04-24,268.12
2016-04-25,219.53
2016-04-26,190.08
2016-04-27,189.78
2016-04-28,198.67
2016-04-29,195.91
2016-04-30,243.01
2016-05-01,223.1
2016-05-02,215.99
2016-05-03,200.84
2016-05-04,186.04
2016-05-05,195.82
2016-05-06,189.28
2016-05-07,205.44
2016-05-08,200.82
2016-05-09,212.72
2016-05-10,200.07
2016-05-11,184.05
2016-05-12,205.76
2016-05-13,195.79
2016-05-14,221.12
2016-05-15,198.15
2016-05-16,197.47
2016-05-17,195.91
2016-05-18,186.94
2016-05-19,173.2
2016-05-20,191.71
2016-05-21,185.17
2016-05-22,205.97
2016-05-23,213.37
2016-05-24,190.79
2016-05-25,178.35
2016-05-26,174.93
2016-05-27,189.41
2016-05-28,194.51
2016-05-29,218.23
2016-05-30,202.71
2016-05-31,185.88
2016-06-01,159.24
2016-06-02,138.13
2016-06-03,201.97
2016-06-04,193.4
2016-06-05,190.93
2016-06-06,202.88
2016-06-07,168.66
2016-06-08,179.03
2016-06-09,175.66
2016-06-10,191.7
2016-06-11,176.0
2016-06-12,217.93
2016-06-13,192.24
2016-06-14,164.82
2016-06-15,161.07
2016-06-16,135.52
2016-06-17,183.32
2016-06-18,176.76
2016-06-19,175.15
2016-06-20,161.16
2016-06-21,182.7
2016-06-22,145.12
2016-06-23,180.79
2016-06-24,164.75
2016-06-25,162.18
2016-06-26,174.27
2016-06-27,198.1
2016-06-28,159.23
2016-06-29,141.88
2016-06-30,155.73
2016-07-01,175.86
2016-07-02,200.09
2016-07-03,208.28
2016-07-04,169.7
2016-07-05,137.21
2016-07-06,139.44
2016-07-07,152.78
2016-07-08,149.42
2016-07-09,164.52
2016-07-10,187.27
2016-07-11,169.93
2016-07-12,153.17
2016-07-13,129.86
2016-07-14,141.02
2016-07-15,145.63
2016-07-16,187.87
2016-07-17,193.29
2016-07-18,138.64
2016-07-19,134.43
2016-07-20,114.5
2016-07-21,130.46
2016-07-22,154.0
2016-07-23,148.56
2016-07-24,159.75
2016-07-25,147.12
2016-07-26,147.36
2016-07-27,133.89
2016-07-28,125.33
2016-07-29,153.88
2016-07-30,158.11
2016-07-31,165.55
2016-08-01,183.36
2016-08-02,160.47
2016-08-03,109.52
2016-08-04,144.8
2016-08-05,159.64
2016-08-06,145.38
2016-08-07,178.24
2016-08-08,177.71
2016-08-09,119.96
2016-08-10,111.73
2016-08-11,144.15
2016-08-12,148.12
2016-08-13,167.5
2016-08-14,167.75
2016-08-15,157.24
2016-08-16,113.69
2016-08-17,138.05
2016-08-18,143.33
2016-08-19,137.58
2016-08-20,155.6
2016-08-21,136.76
2016-08-22,156.24
2016-08-23,139.38
2016-08-24,118.68
2016-08-25,139.99
2016-08-26,133.41
2016-08-27,162.19
2016-08-28,141.97
2016-08-29,145.78
2016-08-30,125.86
2016-08-31,120.74
2016-09-01,115.39
2016-09-02,134.33
2016-09-03,164.07
2016-09-04,148.74
2016-09-05,120.13
2016-09-06,152.89
2016-09-07,136.33
2016-09-08,99.87
2016-09-09,145.04
2016-09-10,142.61
2016-09-11,157.79
2016-09-12,147.27
2016-09-13,121.83
2016-09-14,102.63
2016-09-15,107.76
2016-09-16,119.9
2016-09-17,136.69
2016-09-18,151.93
2016-09-19,131.3
2016-09-20,134.84
2016-09-21,136.04
2016-09-22,108.84
2016-09-23,136.74
2016-09-24,156.25
2016-09-25,159.69
2016-09-26,142.92
2016-09-27,135.58
2016-09-28,120.88
2016-09-29,98.98
2016-09-30,146.26
2016-10-01,162.23
2016-10-02,141.4
2016-10-03,142.68
2016-10-04,135.1
2016-10-05,111.0
2016-10-06,134.21
2016-10-07,169.34
2016-10-08,137.87
2016-10-09,132.96
2016-10-10,147.58
2016-10-11,136.67
2016-10-12,111.75
2016-10-13,141.07
2016-10-14,115.04
2016-10-15,161.38
2016-10-16,145.99
2016-10-17,170.29
2016-10-18,157.29
2016-10-19,105.35
2016-10-20,112.75
2016-10-21,149.82
2016-10-22,147.05
2016-10-23,156.35
2016-10-24,146.92
2016-10-25,100.72
2016-10-26,118.83
2016-10-27,112.91
2016-10-28,131.87
2016-10-29,176.93
2016-10-30,140.68
2016-10-31,161.3
2016-11-01,127.97
2016-11-02,117.56
2016-11-03,137.9
2016-11-04,147.22
2016-11-05,166.76
2016-11-06,177.04
2016-11-07,147.2
2016-11-08,126.1
2016-11-09,108.67
2016-11-10,116.93
2016-11-11,189.68
2016-11-12,180.27
2016-11-13,145.71
2016-11-14,135.85
2016-11-15,146.1
2016-11-16,136.8
2016-11-17,141.24
2016-11-18,145.39
2016-11-19,163.53
2016-11-20,174.77
2016-11-21,160.91
2016-11-22,109.57
2016-11-23,129.19
2016-11-24,124.34
2016-11-25,155.99
2016-11-26,214.39
2016-11-27,179.62
2016-11-28,159.21
2016-11-29,161.03
2016-11-30,144.27
2016-12-01,147.84
2016-12-02,166.94
2016-12-03,204.98
2016-12-04,161.7
2016-12-05,175.62
2016-12-06,137.94
2016-12-07,150.03
2016-12-08,132.47
2016-12-09,156.32
2016-12-10,174.48
2016-12-11,198.11
2016-12-12,187.13
2016-12-13,138.02
2016-12-14,147.42
2016-12-15,140.53
2016-12-16,148.65
2016-12-17,180.63
